1.760417423475983956e+00,-6.909594446117210964e-01,6.298747829785090735e-01,-1.098195803370452861e+00,5.938050695133180179e-01,-3.187810884734061656e-02,3.449975560361338844e-02,1.133846611831768880e-01,4.584741764201397674e-01,5.825101565663247660e-01,-5.611725598780267221e-01,-1.249389564076730075e+00,1.080112852599412337e-01,7.446688398549465571e-02
-2.098029121512595907e+00,8.315738975777230424e-01,1.361311690434271693e+00,-9.755248202436430649e-01,-1.234919468712638801e+00,-1.701086631374542080e+00,1.152516952616449819e+00,-9.177278471007042082e-01,1.204405511346452684e+00,-1.127248929046649417e+00,-1.140326969550032654e+00,1.098055302371148345e+00,5.152830054981939467e-01,-1.284726074252917405e+00
-1.515339072107786955e-01,-1.500723023321854477e+00,7.133081986698115717e-02,3.773840479147357874e-01,-1.126296215394120948e+00,-2.505084593293273043e-01,-8.802494506278344399e-01,4.815307197674719153e-01,-3.320585182457951867e-01,1.195923242464642211e+00,-7.255676574868371587e-01,-8.172862105066875937e-01,-1.099489661512880856e+00,1.591848083800300628e+00
5.199091321061869442e-01,1.045615456248167430e+00,8.115097175775318750e-01,-1.161669462155534793e+00,-9.269919295834967432e-01,-6.690070444675634276e-01,-8.504060979057098679e-01,5.413608993920902002e-01,7.759821010910959715e-02,-7.220723490043323700e-01,-1.018516014951414084e+00,-2.860141813237732644e-01,-1.185271038561594548e+00,-1.248646957121097162e-01
4.223282551838981880e-02,1.033308050986284643e+00,1.243503277301443444e-01,1.069456280230738798e+00,-8.509804433449404959e-01,-1.216937293082538618e+00,2.328754274542029490e-01,2.747281847895462481e-01,2.825692065071986891e-01,3.025592540747079617e-01,1.126079815798828987e+00,-1.704417121937806368e+00,-8.673525873296059618e-01,4.697373322519495797e-01
-1.440104610498229798e+00,2.113748027015814601e-01,-1.860453875183584183e-01,1.664090568318172370e+00,1.731452190170421179e+00,-3.464714970787441950e-01,-1.085372204603158197e+00,4.020079866240444666e-01,3.343796892453949066e-01,-2.072752441105890908e-01,1.384387888249861420e-01,-7.441773395509942990e-02,-1.082588649916012224e+00,6.865553245184340403e-01
1.074509442776391266e+00,-4.208510296064885692e-01,-4.693418116009921426e-01,8.796137853381204019e-01,1.002136125313872195e-01,-1.852788027726817832e+00,2.633847835661259906e-01,-1.393462490159192435e-01,-3.631298052850320118e-02,-1.666039730707909117e+00,3.132264738847630459e-01,7.094000913735761804e-01,-7.117368249004382141e-01,-1.651194426643891600e+00
-1.976630198821296203e+00,-5.014463055062098329e-01,-4.552844280008035982e-01,-1.325394084159475572e+00,-5.256411485818156537e-01,-2.378832478373805459e-01,-3.150231403150979270e-01,-4.471986771405406236e-01,6.154667036411762826e-01,-1.739563085545570986e-01,1.855644841437183556e+00,-3.545047617123062711e-01,-7.195658940561050487e-01,1.642030892129485942e+00
3.167539735613850826e+00,1.194511567265534646e+00,-1.640381089330524012e-01,1.581205740929978898e+00,-7.893679954018446576e-01,1.413262946924752850e+00,2.450030620189898867e-01,1.664097958966057056e-01,1.777456774843982457e+00,-9.713108120383520117e-01,-4.916775472339209863e-01,1.964484167681992133e-01,1.135909856424851955e-01,-6.299391162037046854e-01
-3.128837538065383228e-01,-1.646882824946048096e+00,4.018807428093524869e-01,-5.110572699254292139e-01,-2.640461293819060806e+00,-6.213483637116942182e-01,6.305127190802886084e-01,6.476074938381751744e-01,-1.620666701245454533e+00,-3.223931254665746704e-01,-1.397787217510654489e+00,-8.563579505376146539e-01,-2.688637067336251962e-01,1.248280169475581181e+00
-2.273287945920094422e-01,-4.340150758550757604e-01,-5.777549796901302326e-01,-5.058016563833874768e-01,-1.511284871777547334e-01,6.029173194807685432e-01,5.616302402531552218e-01,3.791625681364759193e-01,-2.058139655429866099e+00,7.426178443804384854e-02,-1.266217334833334762e+00,-5.270615032427065083e-01,1.063279315487060783e+00,-1.260061911651539024e+00
1.199509173549314633e+00,8.141543796524983723e-01,2.140517655384407691e-01,5.192843292684838907e-01,4.128740611820108097e-01,6.287699127447893277e-01,-4.217035126266169276e-01,-9.092842925533460852e-01,7.957912519251492123e-01,-1.583148204181831220e+00,6.202129044521701440e-01,-5.462085870731452075e-02,3.817566510531282264e-01,7.561386140358515862e-01
3.448023518913379687e-02,-2.446438793307036397e-01,1.221159979771832216e+00,3.944224702135584737e-01,5.328236340262538784e-01,-5.525065805593972756e-01,-7.771966559578217248e-01,-6.634980085712981479e-01,9.046293347878985314e-01,1.448269710847682468e-01,-6.312990042517171441e-01,-2.823908508121616423e-01,2.503099136134030456e-01,3.377001724147712824e+00
1.656375458873480810e-01,-1.793943507865520814e+00,-1.059263403091338596e+00,-3.552949654266951418e-01,-1.232195984438494429e+00,-9.712295528572292280e-01,-1.719127730030746593e+00,5.287844309610261195e-01,1.563073215759364643e-01,-2.924774851502627282e-01,-6.912166633215012235e-01,-2.511410515672050647e-01,-5.021778208272700272e-01,-5.416406697507947232e-01
